,Date,JAPAN Standard (Large+Mid Cap),NETHERLANDS Standard (Large+Mid Cap),NORWAY Standard (Large+Mid Cap),SINGAPORE Standard (Large+Mid Cap),AUSTRALIA Standard (Large+Mid Cap),AUSTRIA Standard (Large+Mid Cap),BELGIUM Standard (Large+Mid Cap),CANADA Standard (Large+Mid Cap),DENMARK Standard (Large+Mid Cap),SPAIN Standard (Large+Mid Cap),SWEDEN Standard (Large+Mid Cap),SWITZERLAND Standard (Large+Mid Cap),UNITED KINGDOM Standard (Large+Mid Cap),USA Standard (Large+Mid Cap),FRANCE Standard (Large+Mid Cap),GERMANY Standard (Large+Mid Cap),HONG KONG Standard (Large+Mid Cap),ITALY Standard (Large+Mid Cap)
467,10/29/10,2273.64,1998.23,2756.95,4093.52,834.79,1444.4,1136.62,1716.42,5308.73,581.57,6442.44,3724.72,1119.77,1128.87,1547.45,1684.17,8537.93,345.56
468,11/30/10,2321.04,1802.35,2523.55,4022.83,800.46,1297.06,996.27,1731.74,4971.4,458.94,6264.08,3590.34,1061.23,1127.5,1372.64,1598.61,8675.49,290.41
469,12/31/10,2495.83,1998.36,2964.97,4211.72,884.41,1509.3,1050.52,1860.69,5494.4,501.72,6887.99,3915.21,1137.76,1201.0,1491.83,1710.5,8724.05,315.94
470,01/31/11,2498.83,2085.6,2910.28,4201.4,864.24,1556.58,1069.77,1865.72,5604.61,566.38,7132.04,3902.59,1159.32,1228.57,1595.41,1779.35,8872.05,351.1
471,02/28/11,2611.91,2162.73,3132.88,3988.39,897.86,1580.92,1098.48,1999.7,5883.97,571.01,7110.84,4026.36,1204.58,1267.03,1650.57,1841.24,8575.23,360.94
472,03/31/11,2348.94,2204.35,3159.74,4181.01,912.72,1600.08,1107.89,1995.28,5977.7,566.24,7220.27,3942.64,1169.48,1266.63,1649.03,1833.53,8654.24,359.44
473,04/29/11,2357.33,2248.66,3343.44,4384.94,965.37,1640.84,1228.17,2015.53,6148.21,610.05,7774.37,4268.08,1249.18,1303.97,1773.22,2027.45,8850.9,388.06
474,05/31/11,2318.31,2132.57,3142.78,4269.12,912.45,1555.41,1165.4,1951.69,5856.82,567.35,7493.49,4337.75,1217.12,1287.01,1682.04,1870.76,8833.59,354.74
475,06/30/11,2351.16,2071.28,3022.75,4201.56,900.22,1592.19,1114.48,1891.6,5574.54,565.22,7097.68,4147.69,1178.04,1263.12,1685.5,1906.95,8478.96,342.27
476,07/29/11,2433.55,1977.54,3002.22,4396.02,880.43,1484.0,1067.6,1848.41,5379.39,519.72,6757.25,4136.33,1177.95,1237.13,1548.11,1832.45,8650.39,310.57
477,08/31/11,2235.12,1780.91,2787.57,3930.2,833.38,1273.25,1001.21,1780.38,4649.93,473.04,6003.86,3861.24,1084.64,1165.71,1381.54,1491.99,8094.56,264.91
478,09/30/11,2179.26,1609.31,2364.64,3383.32,707.37,989.42,899.93,1525.33,4222.28,433.48,5206.53,3420.18,987.34,1080.15,1177.28,1315.65,6735.56,234.13
479,10/31/11,2173.71,1818.45,2779.24,3736.92,827.61,1054.48,948.32,1681.85,4537.54,469.52,6032.66,3708.15,1105.21,1197.16,1328.72,1527.52,7571.51,265.66
480,11/30/11,2076.28,1710.7,2647.36,3431.18,765.89,942.51,924.22,1634.01,4672.91,425.5,5721.96,3500.55,1067.85,1190.52,1246.54,1463.38,6997.75,245.72
481,12/30/11,2091.15,1711.27,2584.21,3328.83,753.14,938.88,918.66,1593.44,4569.92,416.92,5661.66,3560.57,1068.19,1199.65,1203.77,1367.53,7119.43,234.57
482,01/31/12,2185.62,1765.45,2673.69,3807.65,819.58,1035.54,953.88,1685.12,4771.3,417.55,5989.98,3651.1,1104.95,1254.7,1270.07,1507.27,7792.9,249.49
483,02/29/12,2295.0,1839.99,3087.61,3987.04,835.61,1124.54,1041.52,1743.23,5456.71,424.81,6632.62,3821.89,1155.9,1306.74,1359.9,1633.88,8457.69,262.02
484,03/30/12,2303.53,1857.19,2965.65,3963.34,809.51,1093.46,1092.21,1686.37,5336.12,399.05,6430.11,3883.01,1137.13,1346.48,1348.95,1648.15,8045.32,255.44
485,04/30/12,2229.85,1756.73,2873.39,3966.35,825.19,1047.7,1051.89,1691.93,5491.86,345.8,6256.65,3781.45,1148.6,1336.75,1264.24,1579.44,8090.77,233.63
486,05/31/12,2030.1,1560.13,2386.72,3531.38,712.7,841.39,960.26,1507.51,4837.64,281.14,5304.97,3375.35,1011.27,1251.29,1105.8,1344.5,7231.28,192.49
487,06/29/12,2132.25,1689.01,2582.29,3750.27,761.23,910.78,1073.07,1546.49,5159.01,339.15,5787.78,3587.98,1079.46,1298.65,1200.34,1407.3,7532.39,218.63
488,07/31/12,2081.25,1747.29,2678.23,4036.71,817.79,901.37,1081.55,1577.58,5437.2,310.96,6157.19,3666.68,1091.23,1314.62,1199.85,1442.68,7796.41,206.72
489,08/31/12,2065.34,1813.63,2862.03,3980.82,811.04,915.96,1143.91,1641.94,5611.23,351.97,6162.84,3749.82,1119.92,1341.92,1269.77,1517.71,7829.51,229.34
490,09/28/12,2093.05,1835.5,2925.48,4097.44,828.13,972.57,1177.58,1698.45,5734.55,371.97,6402.2,3865.83,1144.13,1373.92,1281.5,1603.3,8418.08,233.59
491,10/31/12,2054.04,1895.21,2892.42,4033.11,849.97,1031.98,1170.45,1689.4,5686.12,380.28,6250.73,3967.37,1149.28,1347.36,1316.01,1629.64,8537.3,241.24
492,11/30/12,2102.69,1951.23,2910.72,4098.4,852.56,1088.37,1227.08,1678.69,5781.97,386.85,6449.56,4123.65,1160.49,1352.17,1369.79,1672.16,8784.61,245.9
493,12/31/12,2211.55,2004.84,2938.73,4207.39,876.46,1151.11,1250.12,1700.17,5921.96,403.25,6721.42,4176.65,1183.48,1361.88,1416.97,1739.44,8859.54,254.74
494,01/31/13,2292.67,2165.74,3133.63,4264.91,924.67,1201.15,1287.83,1728.17,6591.8,426.2,7265.13,4537.14,1228.22,1432.15,1495.62,1828.26,9375.64,277.46
495,02/28/13,2353.06,2019.68,3006.36,4265.43,954.27,1175.33,1327.93,1701.07,6390.3,401.2,7356.16,4557.55,1192.39,1447.09,1445.01,1756.6,9311.91,242.53
496,03/29/13,2448.86,2049.8,2952.05,4324.39,944.67,1094.39,1360.22,1705.64,6098.51,377.27,7298.25,4610.11,1200.42,1499.23,1422.89,1737.97,9137.54,229.85
497,04/30/13,2662.86,2106.22,3042.46,4443.26,988.39,1162.62,1356.73,1677.67,6323.61,412.98,7314.61,4749.58,1233.58,1527.16,1502.73,1788.73,9357.53,256.41
498,05/31/13,2510.7,2154.81,2951.02,4190.9,862.32,1138.08,1332.81,1666.01,6071.28,400.66,7224.57,4622.73,1229.37,1555.46,1511.72,1823.55,9114.79,256.2
499,06/28/13,2552.34,2077.33,2700.25,3993.89,805.57,1049.72,1275.47,1568.82,5841.59,371.47,6737.03,4533.92,1161.24,1532.12,1434.4,1746.72,8599.67,226.53
500,07/31/13,2567.64,2282.18,2921.91,4132.79,828.34,1123.91,1377.62,1655.84,6328.55,416.93,7480.8,4708.51,1236.84,1610.62,1564.16,1860.29,8956.92,249.91
501,08/30/13,2511.69,2247.77,2870.82,3864.29,834.07,1169.12,1356.98,1637.47,6353.25,406.48,7260.2,4645.58,1222.61,1562.55,1529.23,1811.88,8814.48,252.07
502,09/30/13,2704.78,2375.86,2932.96,4122.33,889.5,1242.06,1447.61,1697.46,6634.32,464.69,7758.91,4960.59,1289.18,1611.75,1653.6,1968.92,9299.54,269.52
503,10/31/13,2704.24,2488.46,3139.13,4266.95,938.99,1281.94,1517.84,1750.14,6744.41,507.54,7771.67,5087.53,1331.87,1681.19,1720.6,2081.25,9484.7,301.48
504,11/29/13,2743.11,2519.85,3057.57,4200.09,890.81,1314.0,1502.31,1731.7,7061.76,503.74,7857.12,5118.07,1340.3,1725.16,1722.05,2169.76,9566.4,295.78
505,12/31/13,2762.87,2576.34,3095.46,4132.57,873.94,1276.63,1557.41,1756.2,7310.22,514.88,8160.99,5171.82,1375.35,1768.42,1747.48,2230.19,9576.81,297.72
506,01/31/14,2656.18,2427.65,2896.43,3857.93,826.55,1244.96,1462.13,1679.86,7552.2,504.18,7837.72,5070.25,1315.18,1706.59,1660.65,2115.91,9040.14,299.28
507,02/28/14,2641.19,2570.53,3114.91,3985.51,883.72,1277.71,1596.08,1752.07,8671.82,526.64,8402.82,5399.26,1401.65,1782.46,1801.18,2257.41,9450.81,320.62
508,03/31/14,2587.44,2599.72,3152.31,4087.86,914.41,1239.91,1593.62,1773.42,8392.86,539.03,8287.48,5375.44,1350.41,1792.01,1796.14,2218.06,9210.43,341.16
509,04/30/14,2520.38,2544.42,3269.05,4207.96,931.35,1245.53,1622.14,1821.88,8420.84,554.77,8218.56,5407.43,1406.53,1800.72,1842.07,2227.24,9432.98,346.09
510,05/30/14,2620.07,2564.21,3369.19,4263.94,934.94,1229.6,1626.27,1834.05,8320.52,565.6,8239.64,5440.35,1411.96,1839.43,1828.42,2229.43,9795.55,338.58
511,06/30/14,2755.03,2588.79,3361.17,4254.96,931.13,1217.79,1648.89,1938.31,8635.21,573.8,8091.31,5410.11,1417.32,1875.87,1795.03,2213.69,9829.92,335.38
512,07/31/14,2770.86,2451.44,3234.23,4425.44,957.78,1074.52,1582.06,1933.74,8427.63,553.73,7834.17,5194.86,1397.99,1847.14,1686.44,2071.11,10431.91,317.37
513,08/29/14,2710.06,2493.84,3287.11,4328.37,960.44,1050.47,1622.18,1974.79,8310.38,546.31,7815.36,5307.83,1393.22,1917.08,1705.16,2052.57,10302.98,310.23
514,09/30/14,2674.16,2459.42,3095.2,4151.65,846.11,951.88,1585.99,1843.19,8297.86,529.27,7620.27,5167.36,1319.01,1884.24,1642.65,1966.32,9510.39,304.9
515,10/31/14,2639.12,2405.01,2788.03,4098.14,890.74,958.9,1553.66,1786.46,8099.21,508.45,7500.6,5129.02,1285.82,1927.44,1569.44,1926.53,10150.36,287.12
516,11/28/14,2646.68,2534.75,2479.14,4145.44,828.46,984.3,1636.71,1784.57,8131.59,523.13,7697.77,5298.88,1290.74,1974.16,1623.07,2049.19,10194.05,287.02
517,12/31/14,2606.14,2448.24,2314.46,4109.69,807.97,882.3,1586.93,1745.51,7648.26,485.11,7357.83,5051.31,1255.14,1964.73,1540.38,1958.63,9770.62,263.69
518,01/30/15,2666.9,2450.79,2342.57,4019.56,793.62,812.39,1656.39,1596.52,7793.35,453.53,7517.31,5085.07,1241.2,1907.32,1551.02,1989.61,10311.07,263.73
519,02/27/15,2827.93,2610.52,2492.85,4015.78,848.06,945.44,1742.2,1689.55,8449.18,485.95,8030.24,5317.1,1313.97,2013.91,1652.39,2109.62,10253.75,285.81
520,03/31/15,2852.82,2564.47,2361.91,4023.31,822.38,907.65,1680.6,1631.49,8788.83,481.88,7665.56,5251.6,1230.01,1981.62,1610.5,2116.06,10292.69,281.71
521,04/30/15,2953.09,2651.53,2613.81,4255.22,831.81,1001.8,1705.21,1740.85,9281.52,498.58,7739.88,5404.95,1309.89,1997.63,1686.32,2104.18,11215.59,293.09
522,05/29/15,2990.02,2661.67,2497.86,4015.63,803.14,967.25,1680.16,1660.0,9205.97,480.32,7631.31,5452.7,1303.29,2019.68,1639.52,2017.74,11099.96,292.66
523,06/30/15,2936.37,2605.59,2400.02,3962.26,764.74,931.49,1671.03,1607.93,8991.3,469.82,7350.68,5227.43,1253.71,1978.1,1589.74,1964.65,10753.55,284.13
524,07/31/15,2950.0,2717.24,2328.16,3745.32,763.12,958.25,1705.85,1545.39,9538.02,485.44,7439.06,5458.01,1274.33,2015.31,1667.64,2017.45,10574.33,295.88
525,08/31/15,2777.95,2478.33,2051.68,3288.77,669.9,883.56,1586.65,1443.7,9040.86,449.74,6983.85,5086.49,1170.3,1888.74,1550.41,1866.03,9182.44,280.14
526,09/30/15,2572.35,2359.1,1936.32,3141.85,637.82,844.2,1539.38,1372.76,8769.87,415.62,6677.3,4859.05,1116.73,1835.5,1485.01,1750.62,8946.16,271.01
527,10/30/15,2831.44,2545.07,2072.55,3434.66,674.93,906.45,1688.91,1426.85,8810.98,445.25,6997.53,5074.48,1195.14,1984.46,1608.76,1936.42,9706.25,283.26
528,11/30/15,2802.26,2497.0,2038.73,3244.15,674.89,917.99,1758.35,1396.08,9086.37,428.9,6996.5,4911.06,1163.1,1986.56,1560.43,1936.62,9375.33,273.84
529,12/31/15,2808.29,2429.4,1915.14,3253.59,694.32,902.02,1737.45,1294.48,9352.58,404.21,6833.69,4958.29,1116.72,1949.7,1506.24,1885.35,9446.62,264.39
530,01/29/16,2577.18,2361.55,1812.73,2957.53,635.11,816.23,1692.39,1259.02,8929.26,371.65,6293.79,4585.7,1048.74,1843.88,1437.5,1713.41,8568.0,228.55
531,02/29/16,2505.65,2322.67,1838.08,3054.14,623.99,806.44,1571.73,1305.39,8716.2,357.51,6373.98,4476.83,1032.81,1834.97,1420.63,1668.49,8547.55,216.65
532,03/31/16,2602.76,2507.32,1942.59,3410.18,699.94,897.35,1694.47,1432.29,9159.91,385.88,6760.2,4647.01,1077.02,1957.22,1504.28,1833.31,9339.52,233.56
533,04/29/16,2723.56,2482.86,2067.94,3397.71,719.76,934.7,1700.32,1524.59,9341.3,404.67,6778.66,4724.57,1109.83,1964.63,1526.95,1845.23,9407.99,239.39
534,05/31/16,2695.67,2500.38,1984.67,3228.76,697.15,861.98,1727.19,1470.12,9486.1,392.52,6564.58,4694.27,1098.9,1995.56,1505.99,1801.64,9236.13,225.69
535,06/30/16,2625.71,2342.45,1945.14,3369.72,696.37,793.96,1709.72,1471.96,9086.62,352.42,6274.44,4665.4,1055.86,1997.33,1412.15,1696.98,9281.04,203.68
536,07/29/16,2795.78,2454.81,1935.95,3372.44,753.22,854.65,1736.66,1518.96,9481.2,373.26,6507.85,4773.73,1084.47,2070.68,1489.6,1822.4,9915.57,212.38
537,08/31/16,2805.55,2511.41,1972.78,3254.43,727.87,875.41,1724.03,1521.94,8853.55,378.17,6609.26,4743.02,1077.52,2068.57,1481.99,1858.93,9984.39,213.91
538,09/30/16,2829.04,2540.26,2058.31,3306.41,743.01,921.86,1794.05,1535.04,8492.41,383.29,6743.62,4778.46,1087.65,2067.66,1499.52,1866.16,10304.87,207.42
539,10/31/16,2866.41,2477.27,2035.64,3169.57,727.06,959.44,1640.32,1518.93,7963.28,395.19,6382.73,4519.24,1029.07,2026.1,1488.86,1837.88,10184.9,210.95
540,11/30/16,2797.24,2393.95,2025.41,3236.57,724.09,942.36,1538.18,1552.79,7377.37,361.67,6393.48,4408.26,1027.88,2093.61,1460.94,1769.91,9987.34,202.91
541,12/30/16,2821.1,2483.24,2094.32,3170.32,741.08,981.85,1568.58,1576.93,7740.87,390.75,6672.33,4594.0,1069.58,2129.36,1539.33,1893.3,9346.12,229.31
542,01/31/17,2925.92,2526.03,2232.57,3431.94,772.7,1035.35,1569.03,1632.92,8084.78,399.87,7053.6,4778.11,1082.95,2171.19,1548.39,1952.31,10068.01,222.98
543,02/28/17,2957.69,2615.8,2166.88,3510.88,796.38,1035.15,1599.28,1605.72,8042.35,401.94,7047.37,4851.99,1096.38,2251.29,1553.71,1960.41,10263.62,222.27
544,03/31/17,2924.75,2761.47,2116.35,3588.77,812.74,1066.47,1648.25,1608.07,8118.03,446.68,7222.82,4931.02,1111.37,2250.91,1649.02,2042.86,10539.94,242.94
545,04/28/17,2955.36,2860.61,2093.83,3583.73,806.88,1169.6,1698.97,1571.52,8735.28,465.35,7506.27,5062.38,1130.52,2272.62,1732.33,2100.46,10850.63,247.39
546,05/31/17,3042.55,2984.92,2179.15,3686.66,769.55,1260.48,1758.68,1565.56,9269.33,486.75,7701.56,5316.46,1176.44,2297.76,1797.95,2166.93,11118.15,257.43
547,06/30/17,3071.5,2936.73,2157.92,3729.07,790.36,1279.96,1702.05,1609.51,9343.51,478.06,7764.44,5306.77,1149.4,2308.82,1769.58,2140.32,11148.96,260.06
548,07/31/17,3133.47,3136.64,2416.35,3918.45,825.51,1388.54,1846.67,1670.37,9756.54,499.9,7826.71,5352.25,1178.38,2353.08,1818.31,2179.37,11562.2,279.13
549,08/31/17,3130.94,3116.01,2468.73,3842.8,817.29,1410.31,1823.59,1669.63,10067.77,492.94,7946.12,5305.86,1159.51,2355.08,1837.46,2184.67,11716.7,284.24
550,09/29/17,3170.72,3190.97,2562.57,3789.63,804.48,1437.77,1858.05,1728.26,10031.63,496.93,8188.15,5407.06,1196.64,2399.93,1914.78,2305.94,11635.06,294.32
551,10/31/17,3316.51,3217.93,2579.68,3978.15,815.87,1467.75,1888.37,1721.15,10174.98,495.98,8156.35,5316.04,1201.5,2452.16,1942.55,2341.25,11672.96,290.21
552,11/30/17,3415.1,3190.89,2523.63,4126.33,814.4,1505.87,1832.41,1729.03,10006.53,492.89,7879.85,5429.46,1197.64,2520.55,1946.35,2369.31,12033.46,291.46
553,12/29/17,3435.12,3213.82,2599.1,4149.06,851.82,1521.61,1815.57,1791.59,10239.13,486.07,7857.79,5503.28,1255.81,2544.58,1939.39,2369.98,12357.2,287.0
554,01/31/18,3592.39,3417.61,2753.94,4410.46,876.98,1686.88,1912.96,1805.18,10558.7,528.16,8339.14,5738.63,1293.29,2687.94,2075.32,2510.36,12932.07,319.64
555,02/28/18,3537.14,3240.3,2694.06,4321.39,840.33,1591.25,1833.51,1670.61,10268.49,485.84,7889.92,5374.09,1202.92,2583.87,1974.28,2324.09,12509.14,300.74
556,03/30/18,3435.61,3239.05,2650.22,4257.68,789.49,1550.9,1823.8,1651.19,9985.74,476.17,7576.75,5224.25,1194.06,2516.93,1943.06,2280.32,12135.54,301.63
557,04/30/18,3458.47,3256.95,2687.7,4493.56,808.66,1528.32,1743.99,1687.81,9748.08,485.87,7412.87,5154.34,1246.55,2524.28,2028.91,2311.48,12506.84,317.5
558,05/31/18,3422.08,3135.6,2622.61,4172.21,814.47,1392.61,1637.54,1718.55,9491.84,440.78,7227.91,4962.74,1229.36,2579.76,1927.09,2200.14,12489.5,276.92
559,06/29/18,3332.17,3136.51,2661.56,3861.55,823.24,1359.17,1686.29,1717.8,9257.0,450.23,7192.95,5009.19,1213.79,2593.86,1902.17,2147.12,11837.78,274.36
560,07/31/18,3345.26,3264.18,2684.39,3904.86,841.53,1420.89,1722.88,1756.47,9788.72,465.76,7583.66,5335.94,1223.74,2683.95,1970.79,2239.49,12029.88,282.3
561,08/31/18,3351.62,3180.71,2651.51,3798.38,819.76,1316.39,1640.71,1727.63,9797.23,438.22,7475.52,5369.16,1162.61,2766.77,1931.8,2171.63,11714.87,255.51
562,09/28/18,3429.64,3070.22,2822.04,3873.85,804.62,1356.91,1597.36,1722.67,9441.81,438.04,7697.72,5369.39,1181.28,2775.55,1953.89,2134.7,11631.56,260.74
563,10/31/18,3139.01,2831.02,2593.25,3539.11,743.42,1271.44,1410.77,1584.71,8517.51,407.27,6921.26,5157.63,1098.58,2579.96,1769.98,1954.45,10333.23,236.3
564,11/30/18,3150.57,2905.85,2448.85,3641.25,742.73,1217.49,1429.78,1586.16,8808.11,414.31,6812.53,5169.96,1075.1,2623.85,1737.79,1914.64,11058.94,237.75
565,12/31/18,2935.72,2727.47,2297.22,3598.65,717.4,1075.82,1296.19,1449.45,8510.14,397.17,6590.81,4889.46,1033.06,2383.55,1655.66,1804.35,11060.97,229.58
566,01/31/19,3114.58,2925.36,2445.07,3802.55,766.55,1171.68,1422.77,1635.39,8801.95,421.85,6969.43,5191.16,1104.35,2576.16,1751.97,1919.88,11912.59,248.26
